State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,Strata_Determining_Factors,Number_Counties,Population_Size,Population_Density,ALE,All_Death,Health_Status,Unhealthy_Days,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic
42,65,Jefferson,Pennsylvania,PA,30,"frontier status, population size, poverty, age",57,45759,70,77.1,871.4,10.3,5,11.7,22.5,59.7,14.9,2.9,98.8,0.3,0.2,0.3,0.5
42,69,Lackawanna,Pennsylvania,PA,16,"frontier status, population size, poverty, age",27,209525,457,76.4,903.1,16,5.8,10.2,22.3,59.5,14.8,3.4,96.6,1.7,0.1,0.9,2.1
42,71,Lancaster,Pennsylvania,PA,10,"frontier status, population size, poverty, age",36,490562,517,78.5,769.1,11.9,5.6,8.3,26.6,59.2,12,2.2,93.5,3.4,0.2,1.7,6.5
42,73,Lawrence,Pennsylvania,PA,24,"frontier status, population size, poverty, age",35,92809,257,76.9,865.2,18.1,7.1,12.2,23,58.5,15.4,3.1,95,3.9,0.1,0.3,0.8
42,75,Lebanon,Pennsylvania,PA,13,"frontier status, population size, poverty, age",16,125578,347,78.2,791.1,13.7,6.2,8.7,23.3,60.2,13.9,2.5,96.2,1.9,0.2,1,5.8
42,77,Lehigh,Pennsylvania,PA,10,"frontier status, population size, poverty, age",36,330433,953,77.8,782.1,12.3,6.1,9.6,24.6,60.2,12.6,2.6,90.3,5.1,0.3,2.8,13.3
42,79,Luzerne,Pennsylvania,PA,4,"frontier status, population size, poverty",25,312861,351,76,933.3,18.3,6.5,10.8,21.4,60.2,15,3.4,96.3,2.3,0.1,0.7,2.7
42,81,Lycoming,Pennsylvania,PA,16,"frontier status, population size, poverty, age",27,118395,96,77.4,814.7,16.9,6.1,11.3,23.3,60.6,13.6,2.6,94.2,4.3,0.2,0.5,0.8
42,83,McKean,Pennsylvania,PA,30,"frontier status, population size, poverty, age",57,44370,45,75.7,924.2,13,5.1,12.6,23.4,60.1,13.8,2.7,96.7,2.3,0.3,0.4,1.2
42,85,Mercer,Pennsylvania,PA,16,"frontier status, population size, poverty, age",27,119598,178,76.6,850.7,17.2,6.5,12.3,23.4,58.7,15,2.9,93.2,5.4,0.1,0.5,0.8
42,87,Mifflin,Pennsylvania,PA,30,"frontier status, population size, poverty, age",57,46235,112,77,847.5,18.6,5.5,12,24,58.2,14.8,3,98.6,0.7,0.1,0.3,0.6
42,89,Monroe,Pennsylvania,PA,11,"frontier status, population size, poverty, age",44,163234,268,77.3,858.8,15,6.7,8.7,25.8,62.7,10.2,1.4,85.4,10.6,0.3,2,10.1
42,91,Montgomery,Pennsylvania,PA,2,"frontier status, population size, poverty",32,775883,1606,78.8,757.1,11,5.2,5.5,24.4,60.9,12.4,2.3,85.5,8.2,0.1,5.1,2.6
42,93,Montour,Pennsylvania,PA,55,"frontier status, population size, poverty, age, population density",47,18032,138,77.4,929.2,13.3,6.1,8.7,23.7,58.1,15.5,2.7,96.3,1.8,0.1,1.5,1.2
42,95,Northampton,Pennsylvania,PA,10,"frontier status, population size, poverty, age",36,287767,770,78.8,756.5,13.7,5.5,7.7,23.6,61.7,12.2,2.6,92.9,3.8,0.2,2,7.7
42,97,Northumberland,Pennsylvania,PA,21,"frontier status, population size, poverty, age",44,92610,201,76.4,870.4,17.8,6,10.2,21,60.4,15.3,3.2,97.3,2,0.1,0.2,1.4
42,99,Perry,Pennsylvania,PA,47,"frontier status, population size, poverty, age, population density",34,44728,81,75.9,911.1,11.1,6.5,7.9,24.1,63.6,10.8,1.5,98.6,0.7,0.1,0.2,0.9
42,101,Philadelphia,Pennsylvania,PA,1,"frontier status, population size",34,1463281,10832,72.3,1046.6,18.8,7.3,20.1,27.1,59.9,10.7,2.3,47.4,45.4,0.3,5.3,10
42,103,Pike,Pennsylvania,PA,26,"frontier status, population size, poverty, age",40,56337,103,78.2,756.5,16.2,5,7.1,23.9,61.8,12.8,1.6,92.8,5.2,0.3,0.9,6.6
42,107,Schuylkill,Pennsylvania,PA,13,"frontier status, population size, poverty, age",16,147447,189,75.8,930.5,14.7,6,10.3,20.3,61,15.3,3.3,96.5,2.6,0.1,0.5,1.5
42,109,Snyder,Pennsylvania,PA,25,"frontier status, population size, poverty, age",21,38207,115,78.3,783.4,16.3,3.8,8.5,24.5,61,12.3,2.2,98.1,1.1,0,0.5,1.3
42,111,Somerset,Pennsylvania,PA,21,"frontier status, population size, poverty, age",44,78907,73,77,851.1,16,6,12.3,20.9,60.9,15.1,3,97.1,2.4,0.1,0.2,0.9
42,115,Susquehanna,Pennsylvania,PA,31,"frontier status, population size, poverty, age",22,42124,51,76.3,914.6,21.7,5.2,11.3,23.7,60.5,13.5,2.2,98.5,0.6,0.2,0.3,0.8
42,117,Tioga,Pennsylvania,PA,30,"frontier status, population size, poverty, age",57,41649,37,77.5,829.8,15.7,7.2,12,23.1,60,14.3,2.6,97.9,1,0.2,0.4,0.7
42,119,Union,Pennsylvania,PA,28,"frontier status, population size, poverty, age",39,43131,136,78.8,736.1,13.6,3.9,9.5,21.1,65,11.7,2.2,90.2,7.7,0.1,1.3,4.1
42,121,Venango,Pennsylvania,PA,24,"frontier status, population size, poverty, age",35,55928,83,76.1,918.1,16.4,5.5,13.1,22.9,60.2,14.7,2.3,97.6,1.3,0.2,0.3,0.6
42,123,Warren,Pennsylvania,PA,26,"frontier status, population size, poverty, age",40,42033,48,76.7,893,15.6,6.2,10.5,22.6,60,15.2,2.3,98.8,0.4,0.1,0.3,0.5
42,125,Washington,Pennsylvania,PA,16,"frontier status, population size, poverty, age",27,206406,241,77,872.9,15.4,6.4,9.7,22,60.9,14.3,2.9,95.2,3.3,0.1,0.5,0.7
42,127,Wayne,Pennsylvania,PA,30,"frontier status, population size, poverty, age",57,50113,69,76.5,911.1,22,7.5,10.8,22.6,59.5,15.4,2.5,97.1,1.9,0.1,0.5,2.2
42,129,Westmoreland,Pennsylvania,PA,4,"frontier status, population size, poverty",25,367635,359,77.6,848.9,16.2,6.5,9.4,21.2,60.6,15.3,2.8,96.4,2.2,0.1,0.6,0.6
42,131,Wyoming,Pennsylvania,PA,29,"frontier status, population size, poverty, age",37,28160,71,76.4,859.5,18.3,6.5,9.9,24.1,61.8,12,2.1,98.5,0.6,0.1,0.4,1.1
42,133,York,Pennsylvania,PA,9,"frontier status, population size, poverty, age",24,408801,452,78.2,769,12.7,6,7.5,24,62.4,11.5,2.1,93.4,4.3,0.2,1,3.7
44,1,Bristol,Rhode Island,RI,26,"frontier status, population size, poverty, age",40,52743,2137,79.5,771.5,11.3,5.5,7,23.6,60.6,13.1,2.7,96.5,1.1,0.2,1.5,1.5
44,3,Kent,Rhode Island,RI,13,"frontier status, population size, poverty, age",16,171590,1008,77.5,849.1,14.2,6.3,6.7,22.5,63,12.2,2.3,95.2,1.5,0.3,1.9,2.4
44,5,Newport,Rhode Island,RI,17,"frontier status, population size, poverty, age",32,83740,805,79.3,732,10.9,5.2,8,22.6,62.2,12.4,2.9,92.7,3.6,0.6,1.6,3
44,7,Providence,Rhode Island,RI,3,"frontier status, population size, poverty",39,639653,1548,77.7,816.4,16.2,6.5,14.4,25,61.4,10.9,2.6,84.8,9.2,0.6,3.5,16.1
44,9,Washington,Rhode Island,RI,11,"frontier status, population size, poverty, age",44,128463,386,79.1,691.3,10.2,5.5,6.1,23,63.7,11.1,2.3,95.1,1.1,0.9,1.9,1.8
45,1,Abbeville,South Carolina,SC,65,"frontier status, population size, poverty, age, population density",30,26133,51,76.8,857.7,16.9,7.1,13.6,25.7,59.7,12.5,2.1,69.7,29.6,0,0.3,1.1
45,3,Aiken,South Carolina,SC,15,"frontier status, population size, poverty, age",23,150181,140,74.8,978.3,18.5,6.9,13.5,25.2,61.1,12.2,1.6,71.8,25.9,0.4,0.8,3
45,7,Anderson,South Carolina,SC,14,"frontier status, population size, poverty, age",40,175514,244,74.8,996,19.9,7.1,11.9,24.8,61.4,12.3,1.6,81.5,16.9,0.2,0.6,1.6
45,9,Bamberg,South Carolina,SC,69,"frontier status, population size, poverty, age, population density",45,15880,40,72.7,1028.4,29.1,8,21.2,26.2,59.3,12.5,2.1,37.1,62.3,0.2,0.3,1.1
45,11,Barnwell,South Carolina,SC,69,"frontier status, population size, poverty, age, population density",45,23345,43,74.8,1074.6,19.6,7,17.2,27,60.2,11.1,1.7,56,42.8,0.3,0.5,1.5
45,13,Beaufort,South Carolina,SC,14,"frontier status, population size, poverty, age",40,137849,235,78.9,728.8,11.3,4.9,11.1,25.5,57,15.6,1.8,75.7,21.9,0.3,1,8.5
45,15,Berkeley,South Carolina,SC,15,"frontier status, population size, poverty, age",23,151673,138,75.3,926,14,6.4,11.7,28.2,62.5,8.4,0.9,68.2,27.6,0.5,2.1,3
45,17,Calhoun,South Carolina,SC,44,"frontier status, population size, poverty, age",33,15100,40,74.3,946.4,14.9,5.4,14.3,23.9,62.7,11.8,1.6,53.9,45.4,0.2,0.2,1.7
45,19,Charleston,South Carolina,SC,5,"frontier status, population size, poverty",25,330368,360,75.6,918.4,12.4,5.5,14.1,25.3,62.7,10.5,1.5,64.5,32.7,0.3,1.4,3
45,21,Cherokee,South Carolina,SC,28,"frontier status, population size, poverty, age",39,53844,137,74.1,1066.2,16.4,6.3,14.8,26.1,61.5,10.8,1.5,78.1,20.5,0.2,0.5,2.8
45,23,Chester,South Carolina,SC,33,"frontier status, population size, poverty, age",41,33228,57,73.8,995.3,23.5,6.7,15.6,26.4,60.4,11.5,1.7,60.8,38.2,0.4,0.3,0.9
45,25,Chesterfield,South Carolina,SC,33,"frontier status, population size, poverty, age",41,43435,54,72.3,1042.5,24,6.8,17.2,25.8,61.7,11.1,1.5,65.1,33.6,0.3,0.4,3
45,27,Clarendon,South Carolina,SC,52,"frontier status, population size, poverty, age, population density",40,33363,55,74,971,21.9,6.6,21.3,25.2,59.8,13.3,1.8,48.1,51,0.3,0.3,2.1
45,29,Colleton,South Carolina,SC,51,"frontier status, population size, poverty, age, population density",33,39605,37,73.6,1013.7,19.9,7.7,18.6,26.7,60.2,11.5,1.6,57.6,41.1,0.6,0.3,1.8
45,31,Darlington,South Carolina,SC,8,"frontier status, population size, poverty",54,67346,120,72.2,1119.1,19.2,6.4,18.2,26.2,61.2,11.1,1.5,57.2,42,0.2,0.2,1
45,33,Dillon,South Carolina,SC,53,"frontier status, population size, poverty, age, population density",27,30974,77,71.9,1172.1,21.6,7.6,20.4,28.7,59.8,10.2,1.3,50.9,45.8,2.5,0.4,2.6
45,35,Dorchester,South Carolina,SC,20,"frontier status, population size, poverty, age",32,112858,196,75.1,961.8,15.2,6.3,11.2,26.6,63.9,8.6,1,71.4,25.2,0.7,1.4,2.5
45,37,Edgefield,South Carolina,SC,42,"frontier status, population size, poverty, age",53,25528,51,74.7,955.5,22.8,5.2,15.8,23.5,65.9,9.3,1.4,57.9,41,0.4,0.4,2.4
45,39,Fairfield,South Carolina,SC,68,"frontier status, population size, poverty, age, population density",34,24047,35,72.5,1216.2,22.7,5,15.9,25.3,61.2,11.9,1.6,41.5,57.7,0.1,0.4,1.5
45,41,Florence,South Carolina,SC,7,"frontier status, population size, poverty",33,131097,164,72.7,1034.7,18.3,5.9,16.3,26.3,61.4,10.8,1.5,57.7,40.5,0.3,1,1.3
45,43,Georgetown,South Carolina,SC,8,"frontier status, population size, poverty",54,60983,75,74.8,886.3,14.4,5.5,14.7,23.8,58.8,15.6,1.8,64.2,34.9,0.2,0.5,2.2
45,45,Greenville,South Carolina,SC,4,"frontier status, population size, poverty",25,407383,516,76.1,898.9,14.1,5.5,12,25.4,62.6,10.5,1.5,78.5,18.5,0.2,1.7,5.6
45,47,Greenwood,South Carolina,SC,24,"frontier status, population size, poverty, age",35,67979,149,74.6,956.4,15.2,5.7,13.9,25.9,60.2,12,1.9,66.1,32.1,0.3,1.1,4
45,49,Hampton,South Carolina,SC,68,"frontier status, population size, poverty, age, population density",34,21329,38,74.7,1021,23.7,5.5,19.4,26.6,61,10.8,1.7,43.5,55.9,0.3,0.2,2.9
45,51,Horry,South Carolina,SC,6,"frontier status, population size, poverty",53,226992,200,75.5,889.7,16.3,6.4,13.1,21.9,62.2,14.4,1.4,82.7,15,0.4,1,3.6
45,53,Jasper,South Carolina,SC,67,"frontier status, population size, poverty, age, population density",31,21398,33,74.7,911,21.7,6.9,19.8,26.7,62.2,9.4,1.6,48.2,50.6,0.4,0.7,10
45,55,Kershaw,South Carolina,SC,28,"frontier status, population size, poverty, age",39,56486,78,74.9,954.1,17.2,6.2,12,25.2,61.8,11.5,1.5,72.7,26,0.3,0.4,2.4
45,57,Lancaster,South Carolina,SC,22,"frontier status, population size, poverty, age",28,63113,115,73.8,1008.3,15.3,5.6,13.7,25.1,62.3,11,1.6,72,26.9,0.2,0.4,2.7
45,59,Laurens,South Carolina,SC,22,"frontier status, population size, poverty, age",28,70293,98,74.4,1013.2,21.4,7,14.8,25.2,61.7,11.5,1.6,72.9,25.8,0.5,0.3,2.9
45,61,Lee,South Carolina,SC,69,"frontier status, population size, poverty, age, population density",45,20638,50,74.3,1036,26.6,6.6,20.5,24.6,63.3,10.4,1.7,36.2,63.4,0.1,0.2,2.7
45,63,Lexington,South Carolina,SC,11,"frontier status, population size, poverty, age",44,235272,336,76.2,907.5,13.8,5.7,10.5,25.7,63.2,9.9,1.2,83.3,14.3,0.4,1.2,3
45,67,Marion,South Carolina,SC,53,"frontier status, population size, poverty, age, population density",27,34904,71,71.4,1121.1,24.2,6.3,20.5,26.5,60.8,11.1,1.6,43,56.2,0.2,0.4,2.4
45,69,Marlboro,South Carolina,SC,52,"frontier status, population size, poverty, age, population density",40,28021,58,69.6,1235.8,23.9,7,20.2,25.4,62.2,10.7,1.7,43.8,51.6,3.4,0.4,0.8
45,71,Newberry,South Carolina,SC,49,"frontier status, population size, poverty, age, population density",35,37250,59,75.8,952.1,20.8,6.7,14.6,24.5,61,12.2,2.2,67.1,31.8,0.3,0.5,6.8
45,73,Oconee,South Carolina,SC,21,"frontier status, population size, poverty, age",44,69577,111,76.5,883.3,16.9,6.4,11.7,22.6,60.6,15.2,1.6,90.6,8.2,0.2,0.4,3.2
45,75,Orangeburg,South Carolina,SC,8,"frontier status, population size, poverty",54,92167,83,72.8,1015.9,20.6,7.6,19.8,26.7,59.7,11.8,1.8,35.5,62.9,0.4,0.5,1.2
45,77,Pickens,South Carolina,SC,14,"frontier status, population size, poverty, age",40,113575,229,76.7,856.5,15.8,6.8,11.5,23.9,63.7,10.7,1.7,90.8,6.7,0.2,1.6,2.3
45,79,Richland,South Carolina,SC,5,"frontier status, population size, poverty",25,340078,450,74.7,960.2,13.2,5.3,13.9,26.2,64.1,8.5,1.2,49.7,46.6,0.3,2.2,2.9
45,81,Saluda,South Carolina,SC,64,"frontier status, population size, poverty, age, population density",41,18895,42,74.7,978.2,24.6,8.1,15.1,24.2,61.6,12.3,1.9,71.1,28.1,0.2,0.2,12.3
45,83,Spartanburg,South Carolina,SC,14,"frontier status, population size, poverty, age",40,266809,329,74.4,989.7,17.1,6,12.9,25.2,62.2,11,1.6,76.2,20.9,0.3,1.7,4.1
45,85,Sumter,South Carolina,SC,7,"frontier status, population size, poverty",33,105517,159,74.3,951.6,18.7,5.4,16.3,28.6,59.3,10.6,1.5,50,47.5,0.3,1.1,2
45,87,Union,South Carolina,SC,50,"frontier status, population size, poverty, age, population density",27,28539,56,73,1027.7,28.2,9.1,14.3,24.2,59.7,13.9,2.2,67.6,31.6,0.2,0.2,0.8
45,89,Williamsburg,South Carolina,SC,51,"frontier status, population size, poverty, age, population density",33,35395,38,72.3,1064.9,25.1,6.5,22.9,27.2,59.5,11.5,1.8,32.3,67.2,0.2,0.2,0.8
45,91,York,South Carolina,SC,14,"frontier status, population size, poverty, age",40,190097,279,75.7,925.9,12.9,6,11.3,25.9,63.6,9.3,1.2,77.9,19.4,0.8,1.2,2.9
46,3,Aurora,South Dakota,SD,82,"frontier status, population size, poverty, age",37,2901,4,78.8,816.3,12.1,4.4,11.7,26.7,52.2,18.4,2.7,96.7,0.3,2.8,0.1,3.3
46,5,Beadle,South Dakota,SD,58,"frontier status, population size, poverty, age, population density",48,15896,13,78.5,775.1,14.3,4.9,11.9,23,57,16,4.1,96.8,0.8,1.4,0.4,2
46,7,Bennett,South Dakota,SD,86,"frontier status, population size, poverty, age",38,3585,3,66.6,1017.7,17.3,6.5,27.4,34.6,53.2,10.3,1.9,40.5,0.4,52.7,0.2,2.5
46,9,Bon Homme,South Dakota,SD,58,"frontier status, population size, poverty, age, population density",48,7087,13,78.3,701,19.3,5,13,20.8,59.7,15.5,4.1,95,0.9,3.9,0.1,0.6
46,11,Brookings,South Dakota,SD,28,"frontier status, population size, poverty, age",39,28121,35,80.3,689,8.2,4.4,12.5,22.8,66.2,8.8,2.1,95.7,0.5,1,2,1
46,13,Brown,South Dakota,SD,26,"frontier status, population size, poverty, age",40,34706,20,78.1,773.8,14.8,5.4,10.1,23.3,59.7,13.9,3.1,95.1,0.4,3.1,0.6,1
46,15,Brule,South Dakota,SD,40,"frontier status, population size, poverty, age",62,5187,6,78.8,717.7,13.9,5.3,11.5,28,54.9,13.4,3.7,88.9,0.4,9.8,0.5,0.5
46,19,Butte,South Dakota,SD,85,"frontier status, population size, poverty, age",25,9326,4,77.5,894,18.7,5.8,13.8,25.8,58.8,13.3,2.1,96.5,0.2,2,0.2,3
46,23,Charles Mix,South Dakota,SD,74,"frontier status, population size, poverty, age, population density",30,9194,8,78.3,865.7,18.9,5.1,21.3,30.7,52.1,13.5,3.7,66.5,0.1,32.2,0.1,2.3
46,25,Clark,South Dakota,SD,84,"frontier status, population size, poverty, age",52,3799,4,78.8,743.2,12.1,3.1,12.6,22.8,54.9,17.8,4.5,99,0.1,0.7,0.1,0.5
46,27,Clay,South Dakota,SD,44,"frontier status, population size, poverty, age",33,12995,32,78.3,837.2,6.9,4.3,17.7,22.8,66.8,8.6,1.7,93.1,1,2.7,2.3,1.1
46,29,Codington,South Dakota,SD,31,"frontier status, population size, poverty, age",22,26010,38,78.6,758.3,12.1,4.7,10.4,25.4,59.9,12.3,2.4,96.4,0.2,2.1,0.4,1.1
46,31,Corson,South Dakota,SD,86,"frontier status, population size, poverty, age",38,4366,2,74.6,1128.9,19.6,5.4,27.5,36.3,53,9.5,1.2,33.2,0.2,65.5,0,3.8
46,33,Custer,South Dakota,SD,80,"frontier status, population size, poverty, age",41,7904,5,77.6,815.3,11.6,5.9,9.9,22.1,61,15,1.9,94.4,0.3,3.6,0.2,2.5
46,35,Davison,South Dakota,SD,60,"frontier status, population size, poverty, age, population density",48,18777,43,78.8,777,11.6,4.6,10.8,25.2,59.1,12.6,3,96.2,0.4,2.4,0.5,1.7
46,37,Day,South Dakota,SD,84,"frontier status, population size, poverty, age",52,5757,6,76.8,924,15.3,4.2,13.1,23.4,54.3,18.3,3.9,90.3,0.2,8.9,0.1,0.9
46,39,Deuel,South Dakota,SD,58,"frontier status, population size, poverty, age, population density",48,4296,7,78.8,720.6,16.3,5.1,9.5,23.1,56.7,16.7,3.4,98.8,0.2,0.4,0.2,0.9
46,41,Dewey,South Dakota,SD,86,"frontier status, population size, poverty, age",38,6161,3,74.6,1109.8,19.4,5.4,25.1,38.3,53,7.3,1.3,24.8,0.3,73.8,0.3,2.3
46,43,Douglas,South Dakota,SD,43,"frontier status, population size, poverty, age",57,3309,8,78.8,677.2,16.8,5.1,11.5,23.4,52.8,19,4.8,98.5,0,1.1,0.2,0.5
46,45,Edmunds,South Dakota,SD,81,"frontier status, population size, poverty, age",58,4112,4,77,736.1,18.3,4.9,10.5,24.4,53.5,18.6,3.5,99.2,0.1,0.3,0.2,0.6
46,47,Fall River,South Dakota,SD,84,"frontier status, population size, poverty, age",52,7355,4,77.6,954,18.1,6.1,14.1,20.6,56.2,19.9,3.3,91,0.5,6,0.3,2.1
46,49,Faulk,South Dakota,SD,81,"frontier status, population size, poverty, age",58,2386,2,77,677.3,15,5.5,10.5,23.5,53.6,19.3,3.6,99.6,0.1,0.2,0,0.3
46,51,Grant,South Dakota,SD,40,"frontier status, population size, poverty, age",62,7384,11,78.6,807.1,19,4.6,9.7,23.2,57.2,16,3.7,99,0,0.7,0.2,0.6
46,53,Gregory,South Dakota,SD,88,"frontier status, population size, poverty, age",23,4290,4,78.3,759.5,18.1,4.9,16.5,21.1,54.3,19.5,5.1,92.8,0.1,6.7,0.3,1
46,55,Haakon,South Dakota,SD,82,"frontier status, population size, poverty, age",37,1912,1,74.6,769.5,17,4.2,11.7,20.3,58.1,17.8,3.9,96.8,0,2.9,0.1,0.8
46,57,Hamlin,South Dakota,SD,40,"frontier status, population size, poverty, age",62,5707,11,78.8,806.9,9,4.2,10.6,27.9,54.7,14.6,2.8,98.8,0.1,0.8,0.2,1.1
46,59,Hand,South Dakota,SD,84,"frontier status, population size, poverty, age",52,3307,2,77,672,14.4,4.7,9.4,21.2,53.6,21,4.2,99.7,0.1,0.1,0.1,0.3
46,61,Hanson,South Dakota,SD,40,"frontier status, population size, poverty, age",62,3747,9,79.1,599.7,8.4,5.8,9.5,27.2,59.6,10.9,2.3,99.8,0,0.1,0.1,0.1
46,65,Hughes,South Dakota,SD,38,"frontier status, population size, poverty, age",35,16875,23,78,760.8,11,4,9.9,25.6,60.9,11.1,2.3,86.8,0.3,10.9,0.6,1.8
46,67,Hutchinson,South Dakota,SD,58,"frontier status, population size, poverty, age, population density",48,7581,9,78.5,759.7,14.6,4,11.6,23.1,51.3,20.6,5,99.1,0.1,0.7,0.1,0.6
46,71,Jackson,South Dakota,SD,86,"frontier status, population size, poverty, age",38,2858,2,66.6,968.9,9.9,4.1,25.9,33.5,54.6,10,1.9,45.2,0,53.9,0.1,0.8
46,73,Jerauld,South Dakota,SD,81,"frontier status, population size, poverty, age",58,2136,4,78.5,687.1,12.6,4.3,12.8,18.8,55.3,19.6,6.3,99.1,0,0.6,0.3,0.3
46,77,Kingsbury,South Dakota,SD,58,"frontier status, population size, poverty, age, population density",48,5532,7,79.2,840.4,14.1,4.5,9.4,22,54.6,19.3,4.1,98.6,0,0.5,0.6,0.7
46,79,Lake,South Dakota,SD,59,"frontier status, population size, poverty, age, population density",32,11039,20,79.2,735.6,14.4,4.4,10.5,22.6,60.9,13.4,3.2,97.7,0.3,0.9,1,1.1
46,81,Lawrence,South Dakota,SD,39,"frontier status, population size, poverty, age",51,22395,28,79,763.4,10.9,5.1,11.9,22.4,62,13,2.6,95.9,0.4,2.3,0.5,2.3
46,83,Lincoln,South Dakota,SD,38,"frontier status, population size, poverty, age",35,33381,58,78.5,709.7,6.6,3.9,4.4,26.4,65.8,6.3,1.4,96.8,0.6,0.6,0.9,1
46,85,Lyman,South Dakota,SD,86,"frontier status, population size, poverty, age",38,3919,2,77,924.3,13.7,6.3,18.6,31.6,55.8,10.7,1.9,61.1,0.1,37.3,0.6,0.7
46,87,McCook,South Dakota,SD,58,"frontier status, population size, poverty, age, population density",48,5930,10,79.1,823.7,9.8,5.4,9.7,27,55,14,3.9,99.2,0.1,0.4,0.3,1
46,89,McPherson,South Dakota,SD,84,"frontier status, population size, poverty, age",52,2617,2,77,659.7,23.9,6.6,13.9,21.6,51.6,20.8,6,99.5,0,0.3,0.2,0.2
46,91,Marshall,South Dakota,SD,81,"frontier status, population size, poverty, age",58,4418,5,76.8,696.4,16.7,4.7,11.2,23.1,56.2,16.1,4.7,91.9,0.1,7.8,0.1,1.1
46,93,Meade,South Dakota,SD,78,"frontier status, population size, poverty, age",43,24623,7,77.5,824.7,12.6,5.4,10.1,27.3,62,9.2,1.5,93.1,1.7,2.1,0.8,3.4
46,97,Miner,South Dakota,SD,84,"frontier status, population size, poverty, age",52,2584,5,79.1,785,19.1,6.4,10.7,22,54.4,18.6,5,98.7,0.6,0.3,0.2,1
46,99,Minnehaha,South Dakota,SD,11,"frontier status, population size, poverty, age",44,160087,198,78.5,770.1,9.7,4.8,9.7,26.1,62.4,9.7,1.8,93.4,2,2.2,1,3.1
46,101,Moody,South Dakota,SD,40,"frontier status, population size, poverty, age",62,6637,13,79.2,771.6,13.6,4.8,9.3,25.4,60.3,11.8,2.6,84.8,0.3,11.8,1.2,1
46,103,Pennington,South Dakota,SD,20,"frontier status, population size, poverty, age",32,93580,34,77.6,806.4,12,5.5,13.1,26.2,61.2,10.9,1.8,87.3,1,8.2,0.8,2.8
46,105,Perkins,South Dakota,SD,84,"frontier status, population size, poverty, age",52,3023,1,74.6,774.4,17.3,4.2,13.8,21.5,55.1,18.6,4.9,97.5,0.2,1.9,0.3,0.8
46,107,Potter,South Dakota,SD,81,"frontier status, population size, poverty, age",58,2351,3,78,831.5,19.3,4.2,10.4,20.2,53.8,22,4,98.5,0,1.1,0.2,0.3
46,109,Roberts,South Dakota,SD,74,"frontier status, population size, poverty, age, population density",30,10044,9,76.8,963,16.1,4.5,18,28.5,55.3,13.6,2.6,65.7,0.1,32.4,0.2,1
46,111,Sanborn,South Dakota,SD,81,"frontier status, population size, poverty, age",58,2541,4,78.5,801.7,11.4,5.7,12.1,22.8,58.6,16.3,2.3,98.8,0,0.6,0.4,1.3
46,113,Shannon,South Dakota,SD,86,"frontier status, population size, poverty, age",38,13657,7,66.6,1869.6,16.1,6.6,35.6,43.7,51.2,4.9,0.2,6.7,0.3,91.8,0.1,2.3
46,115,Spink,South Dakota,SD,84,"frontier status, population size, poverty, age",52,6899,5,78.8,817.2,14.6,5.4,11.9,23.5,57.2,16.3,3,97.9,0.3,1.7,0.1,0.5
46,117,Stanley,South Dakota,SD,78,"frontier status, population size, poverty, age",43,2829,2,78,806.8,12.9,4.8,8.5,24.4,63.1,10.7,1.7,94.3,0.3,4.6,0.4,0.5
46,121,Todd,South Dakota,SD,66,"frontier status, population size, poverty, age, population density",37,9882,7,66.6,1393,16.3,4.6,33.7,43.4,50.8,5.2,0.6,15,0.2,83.2,0.2,2.6
46,123,Tripp,South Dakota,SD,88,"frontier status, population size, poverty, age",23,6065,4,77,805.6,16.7,3.8,16.8,24.6,54.8,16.4,4.2,87.7,0,11.5,0.2,0.9
46,125,Turner,South Dakota,SD,54,"frontier status, population size, poverty, age, population density",38,8520,14,79.1,795,13.2,4.3,8.3,23.6,57.4,15.3,3.6,98.8,0.2,0.5,0.2,0.5
46,127,Union,South Dakota,SD,57,"frontier status, population size, poverty, age, population density",42,13462,29,78.3,771.3,10.3,3.7,6.3,25.1,61.8,10.7,2.3,96.6,0.4,0.6,1.7,1.7
46,129,Walworth,South Dakota,SD,61,"frontier status, population size, poverty, age, population density",32,5494,8,78,962.9,16.4,4.9,15.7,24.7,53.3,18.8,3.2,84.4,0,14.4,0.2,0.7
46,135,Yankton,South Dakota,SD,60,"frontier status, population size, poverty, age, population density",48,21718,42,78.5,750.6,11.6,4.6,11.6,23.9,61.3,12,2.8,95.8,1.5,1.6,0.5,2.6
46,137,Ziebach,South Dakota,SD,86,"frontier status, population size, poverty, age",38,2631,1,74.6,1040.6,21.4,6.3,33,36.5,56.3,6.3,0.9,25.5,0,74,0.3,1.1
47,1,Anderson,Tennessee,TN,21,"frontier status, population size, poverty, age",44,72430,215,76.3,900.7,28.4,7.1,13.1,22.5,61.1,14.1,2.2,93.4,3.9,0.3,1.1,1.4
47,3,Bedford,Tennessee,TN,30,"frontier status, population size, poverty, age",57,42204,89,74.6,1011.3,17.1,5.9,12.8,25.6,62.6,10.4,1.4,89.7,8,0.4,1.1,11.6
47,9,Blount,Tennessee,TN,14,"frontier status, population size, poverty, age",40,115535,207,76.4,967.6,18.8,5.2,10.3,22.5,63.3,12.5,1.7,94.9,2.9,0.3,1,1.4
